l,C_l^{TT}
1302,655.6824657831935
1303,655.3611295651299
1304,655.0884481350304
1305,654.8659834636209
1306,654.6908444023982
1307,654.5638578520822
1308,654.4843689011149
1309,654.4517264797346
1310,654.4645405091686
1311,654.5236532259686
1312,654.6276821559312
1313,654.7759914379069
1314,654.967948971917
1315,655.2029264015202
1316,655.4802990951863
1317,655.7994461264574
1318,656.1597502526796
1319,656.5605978920854
1320,657.0006362639854
1321,657.4800018669844
1322,657.9980919447703
1323,658.5528216194766
1324,659.1443380325379
1325,659.771306132463
1326,660.4331371398187
1327,661.1292456689778
1328,661.8583068466068
1329,662.6189990968306
1330,663.411489757959
1331,664.2344636855266
1332,665.0858660268706
1333,665.9666163321884
1334,666.874665806641
1335,667.8087114141621
1336,668.7689386375799
1337,669.7533072250568
1338,670.7620081183428
1339,671.7930063573647
1340,672.8450123318158
1341,673.9182245245521
1342,675.0106152418728
1343,676.1216446912541
1344,677.2492895412452
1345,678.3937569941728
1346,679.5530276713716
1347,680.7265696817079
1348,681.9123671731344
1349,683.1106343979664
1350,684.319358591627
1351,685.5380378589699
1352,686.7655240262602
1353,688.0029223980289
1354,689.2416824598017
1355,690.4925683305319
1356,691.7485168980814
1357,693.009894097325
1358,694.2770664479125
1359,695.5429725930193
1360,696.8079798900545
1361,698.0724559520303
1362,699.3441968910392
1363,700.6087138122688
1364,701.8738028124648
1365,703.1398314779926
1366,704.3923104358795
1367,705.6464633589449
1368,706.8952284201206
1369,708.1315432517823
1370,709.3706299076507
1371,710.5905679745529
1372,711.8065779913127
1373,713.0115945657702
1374,714.2059796974173
1375,715.3826660011122
1376,716.5494416845725
1377,717.7066654268328
1378,718.8472663098302
1379,719.9716004527742
1380,721.0725942476926
1381,722.1654576985295
1382,723.2356859094167
1383,724.2836291279749
1384,725.3096359882511
1385,726.3214818058823
1386,727.3120834735809
1387,728.2743561090263
1388,729.216069703752
1389,730.1301356713617
1390,731.0243201984135
1391,731.8915307938131
1392,732.7321012903108
1393,733.5537917954523
1394,734.3420752415943
1395,735.0972790881008
1396,735.8271569218432
1397,736.5320317071481
1398,737.197367385587
1399,737.8383389270222
1400,738.440405476584
1401,739.0187345541012
1402,739.5587675470186
1403,740.068225761874
1404,740.5473995204682
1405,740.9891481053978
1406,741.3937564053895
1407,741.7615065092119
1408,742.10010599947
1409,742.3949744945893
1410,742.6612420430702
1411,742.8843222636032
1412,743.07191073865
1413,743.2168432048567
1414,743.3268088956802
1415,743.3946370821161
1416,743.4280104156776
1417,743.419751469782
1418,743.3775360837143
1419,743.2941799053324
1420,743.1699233864457
1421,743.0050033782929
1422,742.7996530785517
1423,742.561530330062
1424,742.2760041699453
1425,741.9507248830481
1426,741.5859105548865
1427,741.174347027764
1428,740.7236729099781
1429,740.2340944860225
1430,739.7058140304409
1431,739.1316014239669
1432,738.5190791735863
1433,737.8610089838896
1434,737.1650051335743
1435,736.4238210531889
1436,735.6450627082056
1437,734.8214751834838
1438,733.9532277229351
1439,733.0479137219213
1440,732.1056940226661
1441,731.1192969136858
1442,730.0888748332352
1443,729.0145760254969
1444,727.9039729007319
1445,726.7497769978369
1446,725.5521240517517
1447,724.3185740133852
1448,723.0418260219734
1449,721.7220034820184
1450,720.3666540924446
1451,718.9758702322808
1452,717.5422201579097
1453,716.0656735783273
1454,714.5536246406826
1455,713.0060352717703
1456,711.4228635723848
1457,709.804063863379
1458,708.1421583832558
1459,706.4445223883794
1460,704.7110991531372
1461,702.9418283723853
1462,701.136646214761
1463,699.2954853769517
1464,697.4182751387605
1465,695.5049414188161
1466,693.5628351810265
1467,691.5844474403906
1468,689.5771227207808
1469,687.5333457108248
1470,685.4530263715191
1471,683.3509283432219
1472,681.2120989006798
1473,679.0364391107539
1474,676.8387038882731
1475,674.6039319499563
1476,672.3468726713506
1477,670.0599876895036
1478,667.7431643578399
1479,665.403715799483
1480,663.0340959092698
1481,660.6416128069661
1482,658.2187154879589
1483,655.7727072754533
1484,653.3108891707179
1485,650.8182748526833
1486,648.3095891796992
1487,645.7698414372753
1488,643.2137521896288
1489,640.6411832276247
1490,638.0408517933205
1491,635.4237582055894
1492,632.7882726636143
1493,630.1349919973361
1494,627.463768377678
1495,624.7759378724328
1496,622.072091992586
1497,619.3535634144604
1498,616.6201975275291
1499,613.8733238283013
1500,611.1135274700222
1501,608.341371748328
1502,605.5588226126373
1503,602.7648529299616
1504,599.9606627949042
1505,597.147451085567
1506,594.324929855922
1507,591.4935529047995
1508,588.6545158413265
1509,585.8082704818729
1510,582.9552677536423
1511,580.095957764821
1512,577.2330183813776
1513,574.3654126201478
1514,571.4950742388818
1515,568.6231936374395
1516,565.7494751005394
1517,562.875108217022
1518,560.0012822902902
1519,557.127700749993
1520,554.2555525750153
1521,551.3852838723512
1522,548.5173407970274
1523,545.6521696378375
1524,542.7909597388133
1525,539.9341579162068
1526,537.0829542160166
1527,534.2370534966992
1528,531.3976468572156
1529,528.5659260549404
1530,525.7415979234316
1531,522.9258558000596
1532,520.1184082729868
1533,517.3211934427736
1534,514.5339219979526
1535,511.7570486399479
1536,508.9917721668398
1537,506.23706421582784
1538,503.4956120246546
1539,500.76713299612715
1540,498.05208895138304
1541,495.3509433712796
1542,492.66564714101276
1543,489.99518161258743
1544,487.3415013555905
1545,484.7035915454253
1546,482.0834107097311
1547,479.48143378216804
1548,476.8966521640087
1549,474.33103079348746
1550,471.7843083573983
1551,469.2569675753695
1552,466.749489086257
1553,464.26309766297794
1554,461.7967920294654
1555,459.35180191528235
1556,456.92861675756586
1557,454.527728575714
1558,452.14963200871495
1559,449.794824350199
1560,447.4630627462549
1561,445.15484989618415
1562,442.8714340811495
1563,440.6118378507561
1564,438.3780578930332
1565,436.1691223772677
1566,433.98629082054066
1567,431.8285970973772
1568,429.6973064682408
1569,427.592944256438
1570,425.5145530288683
1571,423.4641496208335
1572,421.4400396344675
1573,419.44350296672263
1574,417.4750796462205
1575,415.5345698445444
1576,413.6217767219758
1577,411.7379921077686
1578,409.8830251698745
1579,408.0574309295283
1580,406.2602817654426
1581,404.4928815980301
1582,402.75505172326245
1583,401.0466164916405
1584,399.3674033170939
1585,397.71724268588997
1586,396.09745383562546
1587,394.5071305890859
1588,392.94611270337725
1589,391.41498587899406
1590,389.91359609885626
1591,388.4417924724126
1592,387.0001700796948
1593,385.58784147517673
1594,384.2054080366563
1595,382.8527314687424
1596,381.52893381112557
1597,380.23536878657353
1598,378.97116479821375
1599,377.7354534414817
1600,376.5303408504351
1601,375.35349518889615
1602,374.20562251310605
1603,373.0867050923517
1604,371.9967284105262
1605,370.9356811673867
1606,369.90281244344885
1607,368.8988602035247
1608,367.92307995351507
1609,366.9754732406927
1610,366.05604481209076
1611,365.16480260601713
1612,364.30175774156885
1613,363.4661816710271
1614,362.6580918351455
1615,361.8775088111023
1616,361.12445629314374
1617,360.3982182358079
1618,359.698824499775
1619,359.0255651551274
1620,358.37847612218684
1621,357.7575963047338
1622,357.16222472067534
1623,356.5924061352365
1624,356.0474453515177
1625,355.5273928386416
1626,355.0323018523546
1627,354.56074271818017
1628,354.1135169573887
1629,353.68994306042873
1630,353.2893421033299
1631,352.91178052697063
1632,352.55658440926607
1633,352.22308224053785
1634,351.91209053213936
1635,351.62219957826613
1636,351.3527447314882
1637,351.10454917184774
1638,350.876209664597
1639,350.6678106671277
1640,350.4786957548005
1641,350.3082103861315
1642,350.1564446673976
1643,350.02274761174476
1644,349.9072127381349
1645,349.80844949506326
1646,349.72655452950175
1647,349.66088311086736
1648,349.61079189543966
1649,349.57638169126295
1650,349.55626888356954
1651,349.55057316658724
1652,349.55948118698814
1653,349.58096859049056
1654,349.61672617573134
1655,349.6647314793046
1656,349.7244485574528
1657,349.7968279238726
1658,349.8805923137381
1659,349.97595079935417
1660,350.0816273919934
1661,350.1978323253543
1662,350.32329066024386
1663,350.4589564058977
1664,350.60355545741567
1665,350.7565568848037
1666,350.91743004820006
1667,351.0863873844052
1668,351.26289868952216
1669,351.4456910727564
1670,351.6349774163147
1671,351.8302278260835
1672,352.030912423238
1673,352.2365013015477
1674,352.44720732031885
1675,352.6617575577309
1676,352.8803646097245
1677,353.1024980439694
1678,353.32837002909037
1679,353.5559639537565
1680,353.7854913959127
1681,354.01790641158755
1682,354.25044848326553
1683,354.48407082821274
1684,354.71824051083337
1685,354.95242406960807
1686,355.1860874732555
1687,355.418696076087
1688,355.65045740751253
1689,355.8808354555393
1690,356.10855061934205
1691,356.33380816589454
1692,356.5568125104407
1693,356.7755386608944
1694,356.9916748464715
1695,357.2024512798195
1696,357.40955412372455
1697,357.61169708631263
1698,357.8075927057009
1699,357.99818079879077
1700,358.1829142291095
1701,358.3612477120611
1702,358.5326473353609
1703,358.6973237566838
1704,358.85474328170903
1705,359.00511347497485
1706,359.1471545955643
1707,359.2810708780705
1708,359.4063219686467
1709,359.5238513716244
1710,359.63162938148895
1711,359.73059570595285
1712,359.8194595645691
1713,359.89841380872764
1714,359.9676491977249
1715,360.0266115112715
1716,360.07548716864744
1717,360.112974674461
1718,360.1392559114596
1719,360.155253260235
1720,360.1589153809827
1721,360.1519026878876
1722,360.1329017954527
1723,360.1013396576709
1724,360.0588692047088
1725,360.00342663200234
1726,359.9351740524817
1727,359.8550138013254
1728,359.7616170734794
1729,359.6551380792397
1730,359.53572835750504
1731,359.4027939268928
1732,359.2564809447453
1733,359.09619002881533
1734,358.92206192178
1735,358.73349181831856
1736,358.53210070492474
1737,358.31653551693995
1738,358.08692615330284
1739,357.8433998133778
1740,357.586081005987
1741,357.31509156046405
1742,357.0298078045624
1743,356.7303462491694
1744,356.4160779344985
1745,356.08859978784926
1746,355.7457919623243
1747,355.3885033720634
1748,355.0175803730814
1749,354.63089544486945
1750,354.2307755629497
1751,353.81582091088563
1752,353.386817207133
1753,352.94379476450723
1754,352.48603863882687
1755,352.0135743220126
1756,351.52716776488126
1757,351.026096894495
1758,350.5103801411907
1759,349.9800336249455
1760,349.4358140111553
1761,348.8769900256068
1762,348.30357097884644
1763,347.7163067846807
1764,347.11445947278804
1765,346.4995173807072
1766,345.8707381597341
1767,345.22812013027334
1768,344.57240229632697
1769,343.90357868922115
1770,343.22164121575526
1771,342.52657967074884
1772,341.8183817490964
1773,341.09777589245283
1774,340.3640027955311
1775,339.6185295924299
1776,338.85985002261367
1777,338.089427122354
1778,337.30723622604347
1779,336.5125078130487
1780,335.7066988601488
1781,334.88903584437924
1782,334.0602289319568
1783,333.2202434879539
1784,332.36978576219406
1785,331.5080744012594
1786,330.6365546420704
1787,329.75518415671894
1788,328.86317590907714
1789,327.9619695182219
1790,327.05151710847827
1791,326.13102617155374
1792,325.201930935768
1793,324.2641782221506
1794,323.3169703128375
1795,322.3617363267362
1796,321.39767524716257
1797,320.4262129720139
1798,319.44654534587943
1799,318.4600952146715
1800,317.4660554621469
1801,316.4658338169955
1802,315.45930197298014
1803,314.4463180675374
1804,313.4274818235168
1805,312.4033917708122
1806,311.3739024696992
1807,310.3388674058029
1808,309.29888188650887
1809,308.2537974335947
1810,307.20420751710316
1811,306.14996195009064
1812,305.09165262428394
1813,304.02912790626806
1814,302.9629783742273
1815,301.89379404988244
1816,300.8214216305166
1817,299.74645022598224
1818,298.6687257553333
1819,297.58883668310483
1820,296.5066284148657
1821,295.42268903207724
1822,294.33760652092064
1823,293.2504831649902
1824,292.1619069468829
1825,291.0732087732759
1826,289.983491193418
1827,288.8933426312251
1828,287.8033517704807
1829,286.71410760828195
1830,285.62471383656015
1831,284.53724590186897
1832,283.4508083728488
1833,282.3659919960393
1834,281.28264523445404
1835,280.20135997926775
1836,279.1227287544357
1837,278.0458590843238
1838,276.97208770459633
1839,275.90052358596927
1840,274.8325049764742
1841,273.7678852567415
1842,272.70651863884615
1843,271.6497458636442
1844,270.5966800515386
1845,269.54792090221827
1846,268.5040690480737
1847,267.4657260766463
1848,266.431266047122
1849,265.4027781913599
1850,264.37938141889697
1851,263.3616776747587
1852,262.35025527253396
1853,261.34421425992554
1854,260.3448842852105
1855,259.3521104414236
1856,258.3664817909465
1857,257.3871028802678
1858,256.41530793537186
1859,255.45020387237955
1860,254.49387016412769
1861,253.54393051201524
1862,252.6024668891551
1863,251.6693340488106
1864,250.74438805397938
1865,249.82748630277854
1866,248.91848755471716
1867,248.01873762790726
1868,247.12809808699748
1869,246.2456891070779
1870,245.37286084346422
1871,244.5094792870071
1872,243.65466913023565
1873,242.80978513918058
1874,241.97395517546215
1875,241.148537239093
1876,240.33266249128465
1877,239.52694946271356
1878,238.73127558164632
1879,237.94552004208813
1880,237.16956383669222
1881,236.40477545936142
1882,235.6502967621692
1883,234.9060143268529
1884,234.17181666037962
1885,233.44833705961057
1886,232.73621080481735
1887,232.03384668190833
1888,231.34262685352238
1889,230.66170703825978
1890,229.99173070857034
1891,229.3326006066815
1892,228.6849644337783
1893,228.04798636208636
1894,227.42157555503968
1895,226.8063861802304
1896,226.20233175009668
1897,225.60932796541843
1898,225.02729272147783
1899,224.45614611188043
1900,223.89655326504507
1901,223.34695949568442
1902,222.8088096241616
1903,222.2813286483232
1904,221.76522941829347
1905,221.25974128627965
1906,220.76558143439968
1907,220.28198352020607
1908,219.80892616536465
1909,219.34787577235772
1910,218.8973294941913
1911,218.45727222269252
1912,218.02843373004254
1913,217.61006013879776
1914,217.2021424007291
1915,216.80541626939169
1916,216.41913376656444
1917,216.04329165792532
1918,215.67788858785528
1919,215.32366788366136
1920,214.9791461841862
1921,214.6450704183146
1922,214.32144643301282
1923,214.00753896137897
1924,213.70484293082714
1925,213.41114075112338
1926,213.1271877981059
1927,212.8537410424402
1928,212.58933051385094
1929,212.33471628111084
1930,212.08991708238253
1931,211.85421029632423
1932,211.62687474893167
1933,211.40941919117924
1934,211.20038242718576
1935,211.000533133519
1936,210.80915565899036
1937,210.62627850543214
1938,210.45193146913522
1939,210.2854027830176
1940,210.12672476455643
1941,209.97593095928252
1942,209.8330561198765
1943,209.6981361857739
1944,209.56972259315083
1945,209.44859643043347
1946,209.3347970788413
1947,209.2276221931948
1948,209.12711335283996
1949,209.0325703724375
1950,208.94403695271473
1951,208.86230971644147
1952,208.78599401499133
1953,208.71519091658587
1954,208.65000245984677
1955,208.59053163226818
1956,208.53613951292596
1957,208.48693091943557
1958,208.44301154892722
1959,208.40374511803876
1960,208.36923900693216
1961,208.33960139712684
1962,208.31345557314674
1963,208.29239690316717
1964,208.27505012807842
1965,208.26078350462
1966,208.2511944421748
1967,208.2449096230716
1968,208.24129914193097
1969,208.24196213869928
1970,208.24478408022637
1971,208.2506222361016
1972,208.25959146302415
1973,208.27032132821526
1974,208.2836702419927
1975,208.2997540742061
1976,208.31720327491936
1977,208.33613416947972
1978,208.3566632427957
1979,208.378164258101
1980,208.40149671538722
1981,208.42529162931442
1982,208.4504084921888
1983,208.47622105157242
1984,208.5021029330903
1985,208.52891326337658
1986,208.55528244809895
1987,208.58206913562518
1988,208.60864599589112
1989,208.63438534502788
1990,208.66014477067463
1991,208.6852957479247
1992,208.7092092662965
1993,208.73125578761298
1994,208.75303370999367
1995,208.77242664767823
1996,208.79103174246944
1997,208.80747411092315
1998,208.8211209831565
1999,208.83356733788426
2000,208.84269318853566
2001,208.85009539544893
2002,208.85441260250596
2003,208.85577173482616
2004,208.85429880616698
2005,208.85011889198552
2006,208.84261326878215
2007,208.83116222476866
2008,208.8166307067961
2009,208.79839695832098
2010,208.77658100368316
2011,208.7505589583373
2012,208.72044868020035
2013,208.6856240818506
2014,208.6469436187317
2015,208.60377893299236
2016,208.55550050821176
2017,208.50370615981237
2018,208.446278340786
2019,208.38481247838422
2020,208.31793144577705
2021,208.24648539448376
2022,208.17058040183534
2023,208.0888356237541
2024,208.002097457867
2025,207.91046819152197
2026,207.81256315495955
2027,207.70922488466948
2028,207.6005517715206
2029,207.48589804895687
2030,207.36535945118627
2031,207.2397732012422
2032,207.10774665885893
2033,206.96937148348044
2034,206.82548078703005
2035,206.67542061655223
2036,206.51927844694112
2037,206.35639749850378
2038,206.1876052296376
2039,206.01224198435546
2040,205.83038948504887
2041,205.64138515023427
2042,205.4460505875806
2043,205.24446307699668
2044,205.03595555905986
2045,204.82134512884423
2046,204.59996168495934
2047,204.37113358918756
2048,204.13641616165657
2049,203.89513466136154
2050,203.64735561757394
2051,203.3923972143554
2052,203.13104597607065
2053,202.86259723319253
2054,202.58708755926733
2055,202.3045519312563
2056,202.01576656089412
2057,201.7192775519301
2058,201.4166007436904
2059,201.10627903034282
2060,200.78982504166643
2061,200.46577846454682
2062,200.13564872601202
2063,199.7979723170186
2064,199.4535126427654
2065,199.10303152390804
2066,198.74506069891436
2067,198.38035884277122
2068,198.00968307157348
2069,197.63156044819277
2070,197.24748783924645
2071,196.85673208273062
2072,196.45855850687767
2073,196.0544594499442
2074,195.64369726565664
2075,195.22701851476526
2076,194.80293980712764
2077,194.37294766481796
2078,193.93629869555474
2079,193.49373378704155
2080,193.0452496216622
2081,192.59084153177483
2082,192.13050352042262
2083,191.66422828243213
2084,191.19200722584665
2085,190.71531616369347
2086,190.231915490763
2087,189.74327855600458
2088,189.25013467467454
2089,188.7509834806972
2090,188.2465519593086
2091,187.73682312950226
2092,187.22177890162988
2093,186.70214293501198
2094,186.17789499046884
2095,185.64827095288786
2096,185.1147341938715
2097,184.57651858411717
2098,184.0335998560305
2099,183.48669562623311
2100,182.93503691300057
2101,182.37933262673144
2102,181.81952047095143
2103,181.25553041647441
2104,180.6872915962954
2105,180.1154751634581
2106,179.53926580896643
2107,178.96007596006916
2108,178.37634595844833
2109,177.79022959904154
2110,177.20016580365285
2111,176.60756416033212
2112,176.01160510267366
2113,175.41295410976173
2114,174.81079039125953
2115,174.20652108811257
2116,173.59932428838377
2117,172.98986322878278
2118,172.3773149814005
2119,171.76308465610194
2120,171.14560558305524
2121,170.5270248560912
2122,169.90577501101035
2123,169.28251673474855
2124,168.65865322468235
2125,168.03187320820038
2126,167.40432215803796
2127,166.77517397239112
2128,166.14508801569727
2129,165.51398064441696
2130,164.88102523806916
2131,164.24762357049752
2132,163.61294883096417
2133,162.97765983054074
2134,162.34167252826538
2135,161.7056457323303
2136,161.06949546101555
2137,160.43239497345783
2138,159.79574614024344
2139,159.1594652984398
2140,158.52346895140707
2141,157.8876737981069
2142,157.25273959692788
2143,156.61784068885152
2144,155.98438020020882
2145,155.35153305950857
2146,154.71921736382123
2147,154.08809440433345
2148,153.45808302109242
2149,152.8298452970658
2150,152.2025580762737
2151,151.57688108183035
2152,150.95271869908927
2153,150.33071539978948
2154,149.7100305013625
2155,149.09205236118768
2156,148.4751985497664
2157,147.86085854851405
2158,147.24893675647866
2159,146.63859534154736
2160,146.03122559608474
2161,145.42599094172553
2162,144.8235411188995
2163,144.22378369567014
2164,143.62662691624712
2165,143.0319797141101
2166,142.44049455985913
2167,141.85208180375858
2168,141.26665252319043
2169,140.68411853498546
2170,140.10513524274873
2171,139.52887314411848
2172,138.95673201832213
2173,138.38788392861431
2174,137.82298741020247
2175,137.2619589782374
2176,136.70471597621545
2177,136.15117658970834
2178,135.60125986048067
2179,135.05562853604826
2180,134.51420341459811
2181,133.9761633604083
2182,133.4429166598231
2183,132.91364402743025
2184,132.38901279795448
2185,131.86820560334667
2186,131.35189173046572
2187,130.8407414689659
2188,130.33319762446948
2189,129.8306753822464
2190,129.3331053157642
2191,128.83967624054011
2192,128.35106373809435
2193,127.8672016697227
2194,127.38728219522554
2195,126.91272713152568
2196,126.44347379575217
2197,125.97871785806507
2198,125.51839902899208
2199,125.06320107609697
2200,124.61306616987382
2201,124.16793980586222
2202,123.72777703475472
2203,123.2925362596079
2204,122.8629200108926
2205,122.43814645218644
2206,122.01817789469087
2207,121.60372080526245
2208,121.19399730788045
2209,120.78971652872879
2210,120.3908460944808
2211,119.99661213398272
2212,119.6077277832919
2213,119.22416467881168
2214,118.8458957887501
2215,118.47215257274057
2216,118.10439631479936
2217,117.74186110425732
2218,117.3845251651881
2219,117.03162517396918
2220,116.68462758532189
2221,116.34277160648945
2222,116.0060405201223
2223,115.6751616656016
2224,115.34863507889145
2225,115.02793331639519
2226,114.71155875227556
2227,114.40098623513087
2228,114.09546321837749
2229,113.79423824009471
2230,113.49878940221846
2231,113.20836733399993
2232,112.92296650534799
2233,112.64183952980115
2234,112.36646847757606
2235,112.09536500341318
2236,111.83001300001479
2237,111.56892589144115
2238,111.31284645237757
2239,111.06103260772908
2240,110.8149715832184
2241,110.57243720152957
2242,110.33491820988145
2243,110.10241841325505
2244,109.87419948898882
2245,109.65026663764284
2246,109.4306257300977
2247,109.21528329103889
2248,109.00424648384063
2249,108.79752309687278
2250,108.59512153124113
2251,108.39705561486703
2252,108.20261623277236
2253,108.01184251435332
2254,107.82551700175263
2255,107.64219430430894
2256,107.46340093947167
2257,107.28843548446751
2258,107.1173399142434
2259,106.94941393014741
2260,106.78544346449989
2261,106.62547217564652
2262,106.46880144857715
2263,106.31473323091063
2264,106.16479853911657
2265,106.01830044953799
2266,105.8752854395275
2267,105.7350577181308
2268,105.5976648964022
2269,105.46389798703692
2270,105.33306289813271
2271,105.20520893614744
2272,105.08038596764922
2273,104.95864441483792
2274,104.83929241465005
2275,104.7223814814186
2276,104.60870649784472
2277,104.49683436412681
2278,104.38756099550305
2279,104.28093996763072
2280,104.1770253351126
2281,104.07512877794937
2282,103.97530525101112
2283,103.87686729133925
2284,103.78135633353217
2285,103.68734283781062
2286,103.59562610642588
2287,103.50552007781714
2288,103.41708179909124
2289,103.33036855661496
2290,103.24543783995188
2291,103.16160446921555
2292,103.07966906110218
2293,102.99894664847841
2294,102.91949514403883
2295,102.84137246293407
2296,102.76389364465564
2297,102.68785931447317
2298,102.61258429935144
2299,102.53886892393118
2300,102.46528479136163
2301,102.39263464647067
2302,102.3209896827344
2303,102.24893797442307
2304,102.17878138342456
2305,102.10836433353336
2306,102.03850212161154
2307,101.96926670491601
2308,101.89998666527617
2309,101.8307328452213
2310,101.7623183161171
2311,101.69406984343418
2312,101.62531352947909
2313,101.55686045857735
2314,101.48877816968103
2315,101.42039063667833
2316,101.35176392143956
2317,101.28296332451332
2318,101.21405337359083
2319,101.14435497968638
2320,101.07467393613524
2321,101.00432957508966
2322,100.93338327179815
2323,100.86263844633292
2324,100.79066922763502
2325,100.71827747010396
2326,100.64477858706393
2327,100.57097290144871
2328,100.49617431810444
2329,100.42118167792147
2330,100.3445645981683
2331,100.26712049931324
2332,100.18890328258654
2333,100.10996618342585
2334,100.02961895539417
2335,99.94791355945284
2336,99.86490134819773
2337,99.78137591994007
2338,99.69590179721558
2339,99.60927145486093
2340,99.52153399692598
2341,99.43199517254982
2342,99.34144589556296
2343,99.24919091736503
2344,99.15527734324152
2345,99.05975180667326
2346,98.96340331163383
2347,98.86479189756496
2348,98.76470565228799
2349,98.66244653723207
2350,98.55880172540485
2351,98.45381416128892
2352,98.34677976251865
2353,98.23773587124747
2354,98.12671933716254
2355,98.01450933768429
2356,97.89965602061096
2357,97.78368032970046
2358,97.66513130265409
2359,97.54552872741465
2360,97.42342043613695
2361,97.2995821227844
2362,97.17330313887398
2363,97.04535780310945
2364,96.91503402970817
2365,96.78310463606529
2366,96.64959880463809
2367,96.51305921454046
2368,96.37499901824759
2369,96.23544479821611
2370,96.0929365341522
2371,95.94898458121337
2372,95.80286979395106
2373,95.65535767189965
2374,95.50498415653485
2375,95.35325545041734
2376,95.19944814812648
2377,95.0428377198256
2378,94.88492699743686
2379,94.7249891484104
2380,94.56378183777935
2381,94.39983304314674
2382,94.23389805827813
2383,94.06598814989952
2384,93.89611339317682
2385,93.7250255108253
2386,93.55124654077223
2387,93.37552585776751
2388,93.19861168346024
2389,93.01976543515451
2390,92.83824741825666
2391,92.65554535724678
2392,92.47166024983106
2393,92.28510639945425
2394,92.09736846102626
2395,91.90770163419234
2396,91.71684587955302
2397,91.52405462206825
2398,91.32932330178585
2399,91.13338942136579
2400,90.93550409010635
2401,90.7356574143069
2402,90.5353118883663
2403,90.33221209679792
2404,90.12855911681854
2405,89.92283938525527
2406,89.71576743053967
2407,89.50731458367703
2408,89.29670902825856
2409,89.08540718919137
2410,88.87189393445574
2411,88.65762530023682
2412,88.44108585336801
2413,88.22373141161555
2414,88.00478923577823
2415,87.78422940402385
2416,87.56276484288186
2417,87.33962284973825
2418,87.11551645693066
2419,86.88967311194504
2420,86.66354886904632
2421,86.43562855675495
2422,86.20662563178915
2423,85.97725367887372
2424,85.74599790669961
2425,85.51431499034972
2426,85.2814332196892
2427,85.04732382947454
2428,84.81270098596598
2429,84.57753610028325
2430,84.3410578088217
2431,84.10398045599787
2432,83.86627556436895
2433,83.6279146426673
2434,83.38961199196234
2435,83.14985333515553
2436,82.91009563055391
2437,82.66956719425666
2438,82.42898184237275
2439,82.18756751792168
2440,81.94603759822127
2441,81.70436235776933
2442,81.46251177227259
2443,81.21971265404665
2444,80.97741996432696
2445,80.7356026124949
2446,80.49274343290766
2447,80.25103900970441
2448,80.00897130928995
2449,79.76650751162498
2450,79.5250999999765
2451,79.2832270732217
2452,79.0423288102433
2453,78.800871205093
2454,78.56029112459201
2455,78.31979647384877
2456,78.0800803865869
2457,77.84109273980738
2458,77.6020401780471
2459,77.36287181215822
2460,77.12502208744516
2461,76.88769664590959
2462,76.65010087279124
2463,76.41441128203346
2464,76.17834721506613
2465,75.94334207851804
2466,75.70860071956298
2467,75.47481365937593
2468,75.24192864882413
2469,75.00989356631847
2470,74.77791364727925
2471,74.54742288997801
2472,74.3176271119507
2473,74.0884753570416
2474,73.85991712725327
2475,73.63264528412347
2476,73.40586760902329
2477,73.18027820719745
2478,72.9558290647501
2479,72.73247294341233
2480,72.5094206025166
2481,72.28811219294506
2482,72.06776029728796
2483,71.84832131634724
2484,71.62975267627186
2485,71.41275570119042
2486,71.19728997593863
2487,70.98257337376438
2488,70.76931058382945
2489,70.55672178809061
2490,70.3455140128088
2491,70.13639546425156
2492,69.9278470236718
2493,69.72057925181457
2494,69.51493245503536
2495,69.31057953443418
2496,69.10771449961152
2497,68.90623532260511
2498,68.70626388983798
2499,68.50770026375962
2500,68.31066834204006
