x,y
5.850000000000000000e+02,3.876386222859357772e-02
5.860000000000000000e+02,3.847389275817827275e-02
5.870000000000000000e+02,3.818536062304573458e-02
5.880000000000000000e+02,3.789853224954511934e-02
5.890000000000000000e+02,3.761313312539210640e-02
5.900000000000000000e+02,3.732956162648048970e-02
5.910000000000000000e+02,3.704781044781815108e-02
5.920000000000000000e+02,3.676787227831026378e-02
5.930000000000000000e+02,3.648987230544825655e-02
5.940000000000000000e+02,3.621380186999233197e-02
5.950000000000000000e+02,3.593991555272396665e-02
5.960000000000000000e+02,3.566820206475818794e-02
5.970000000000000000e+02,3.539865015224053640e-02
5.980000000000000000e+02,3.513137889655549434e-02
5.990000000000000000e+02,3.486650567747499874e-02
6.000000000000000000e+02,3.460401676198764792e-02
6.010000000000000000e+02,3.434415202174782161e-02
6.020000000000000000e+02,3.408661592487403219e-02
6.030000000000000000e+02,3.383188119297850932e-02
6.040000000000000000e+02,3.357964782696604145e-02
6.050000000000000000e+02,3.333000157572764410e-02
6.060000000000000000e+02,3.308315382880956668e-02
6.070000000000000000e+02,3.283893367601534163e-02
6.080000000000000000e+02,3.259755049042480091e-02
6.090000000000000000e+02,3.235908514898163529e-02
6.100000000000000000e+02,3.212324167090198357e-02
6.110000000000000000e+02,3.189047674195223669e-02
6.120000000000000000e+02,3.166049451721353325e-02
6.130000000000000000e+02,3.143337491171686870e-02
6.140000000000000000e+02,3.120944390630906590e-02
6.150000000000000000e+02,3.098828393906778375e-02
6.160000000000000000e+02,3.077034237174209805e-02
6.170000000000000000e+02,3.055544866135075088e-02
6.180000000000000000e+02,3.034367838796999881e-02
6.190000000000000000e+02,3.013498445004515053e-02
6.200000000000000000e+02,2.992944148770987009e-02
6.210000000000000000e+02,2.972724393148905991e-02
6.220000000000000000e+02,2.952822229359268122e-02
6.230000000000000000e+02,2.933232923485330768e-02
6.240000000000000000e+02,2.913975729868330256e-02
6.250000000000000000e+02,2.895045790972597399e-02
6.260000000000000000e+02,2.876450195286485434e-02
6.270000000000000000e+02,2.858172227302674048e-02
6.280000000000000000e+02,2.840242640529683921e-02
6.290000000000000000e+02,2.822632900851715712e-02
6.300000000000000000e+02,2.805361793191622766e-02
6.310000000000000000e+02,2.788424451884601724e-02
6.320000000000000000e+02,2.771816067221537228e-02
6.330000000000000000e+02,2.755555145041834603e-02
6.340000000000000000e+02,2.739625173247611095e-02
6.350000000000000000e+02,2.724032956213844406e-02
6.360000000000000000e+02,2.708785208543245879e-02
6.370000000000000000e+02,2.693877071826876468e-02
6.380000000000000000e+02,2.679303744153307618e-02
6.390000000000000000e+02,2.665071892395892705e-02
6.400000000000000000e+02,2.651176719322508035e-02
6.410000000000000000e+02,2.637624825411164289e-02
6.420000000000000000e+02,2.624400112575719923e-02
6.430000000000000000e+02,2.611531764408104445e-02
6.440000000000000000e+02,2.598981181114768876e-02
6.450000000000000000e+02,2.586777446627172919e-02
6.460000000000000000e+02,2.574915781614325536e-02
6.470000000000000000e+02,2.563380329708009678e-02
6.480000000000000000e+02,2.552177623012645558e-02
6.490000000000000000e+02,2.541303046256429901e-02
6.500000000000000000e+02,2.530774097878924975e-02
6.510000000000000000e+02,2.520563971812070023e-02
6.520000000000000000e+02,2.510678668211197700e-02
6.530000000000000000e+02,2.501124009750960164e-02
6.540000000000000000e+02,2.491894849299263262e-02
6.550000000000000000e+02,2.482996961673787639e-02
6.560000000000000000e+02,2.474403560112119205e-02
6.570000000000000000e+02,2.466131365943511830e-02
6.580000000000000000e+02,2.458175367437883535e-02
6.590000000000000000e+02,2.450530610388924543e-02
6.600000000000000000e+02,2.443192197404448276e-02
6.610000000000000000e+02,2.436155287207496592e-02
6.620000000000000000e+02,2.429425728048797625e-02
6.630000000000000000e+02,2.422988090672694578e-02
6.640000000000000000e+02,2.416848268693394183e-02
6.650000000000000000e+02,2.411001543757508581e-02
6.660000000000000000e+02,2.405432744337598211e-02
6.670000000000000000e+02,2.400147828546813147e-02
6.680000000000000000e+02,2.395152680819342267e-02
6.690000000000000000e+02,2.390421874055583332e-02
6.700000000000000000e+02,2.385971808972051078e-02
6.710000000000000000e+02,2.381787636105331396e-02
6.720000000000000000e+02,2.377865000221735317e-02
6.730000000000000000e+02,2.374199595723566064e-02
6.740000000000000000e+02,2.370787166138878591e-02
6.750000000000000000e+02,2.367633732358475490e-02
6.760000000000000000e+02,2.364724845527292618e-02
6.770000000000000000e+02,2.362056394046795071e-02
6.780000000000000000e+02,2.359614175075683273e-02
6.790000000000000000e+02,2.357414477825591978e-02
6.800000000000000000e+02,2.355443162679617466e-02
6.810000000000000000e+02,2.353686254999742822e-02
6.820000000000000000e+02,2.352139963407097467e-02
6.830000000000000000e+02,2.350810531609195259e-02
6.840000000000000000e+02,2.349694169137711910e-02
6.850000000000000000e+02,2.348767264991986556e-02
6.860000000000000000e+02,2.348036194231867616e-02
6.870000000000000000e+02,2.347497384165032203e-02
6.880000000000000000e+02,2.347147304684773714e-02
6.890000000000000000e+02,2.346982467921902155e-02
6.900000000000000000e+02,2.346989638745800022e-02
6.910000000000000000e+02,2.347165497601342438e-02
6.920000000000000000e+02,2.347506765398380338e-02
6.930000000000000000e+02,2.348010203171434565e-02
6.940000000000000000e+02,2.348662935021476536e-02
6.950000000000000000e+02,2.349471533528881689e-02
6.960000000000000000e+02,2.350404014005676862e-02
6.970000000000000000e+02,2.351486323233209497e-02
6.980000000000000000e+02,2.352686717611542425e-02
6.990000000000000000e+02,2.354021513893329171e-02
7.000000000000000000e+02,2.355468800008759384e-02
7.010000000000000000e+02,2.357026121939619426e-02
7.020000000000000000e+02,2.358682539864947678e-02
7.030000000000000000e+02,2.360446338171914155e-02
7.040000000000000000e+02,2.362316307757525782e-02
7.050000000000000000e+02,2.364263125514388941e-02
7.060000000000000000e+02,2.366313909069354612e-02
7.070000000000000000e+02,2.368439528259739732e-02
7.080000000000000000e+02,2.370639079944923330e-02
7.090000000000000000e+02,2.372920947766784042e-02
7.100000000000000000e+02,2.375265688293905567e-02
7.110000000000000000e+02,2.377672520535288256e-02
7.120000000000000000e+02,2.380149870879372936e-02
7.130000000000000000e+02,2.382669402993539687e-02
7.140000000000000000e+02,2.385239672022500604e-02
7.150000000000000000e+02,2.387860025167907324e-02
7.160000000000000000e+02,2.390511638018053692e-02
7.170000000000000000e+02,2.393194032563832063e-02
7.180000000000000000e+02,2.395906740476747704e-02
7.190000000000000000e+02,2.398640286863941082e-02
7.200000000000000000e+02,2.401394296858886182e-02
7.210000000000000000e+02,2.404159437697646340e-02
7.220000000000000000e+02,2.406935424860192491e-02
7.230000000000000000e+02,2.409721980716731521e-02
7.240000000000000000e+02,2.412509942303226254e-02
7.250000000000000000e+02,2.415299118353306934e-02
7.260000000000000000e+02,2.418080479953000836e-02
7.270000000000000000e+02,2.420853919199825524e-02
7.280000000000000000e+02,2.423619332405806820e-02
7.290000000000000000e+02,2.426350308477440501e-02
7.300000000000000000e+02,2.429064460217073354e-02
7.310000000000000000e+02,2.431753043228906605e-02
7.320000000000000000e+02,2.434398712149239349e-02
7.330000000000000000e+02,2.437010338167433163e-02
7.340000000000000000e+02,2.439579395542227497e-02
7.350000000000000000e+02,2.442088825396436860e-02
7.360000000000000000e+02,2.444556174261430098e-02
7.370000000000000000e+02,2.446955894758333014e-02
7.380000000000000000e+02,2.449296949779121782e-02
7.390000000000000000e+02,2.451571137787810981e-02
7.400000000000000000e+02,2.453770347620926051e-02
7.410000000000000000e+02,2.455886557430352057e-02
7.420000000000000000e+02,2.457920299671782424e-02
7.430000000000000000e+02,2.459872103032443094e-02
7.440000000000000000e+02,2.461725651153015212e-02
7.450000000000000000e+02,2.463481600411285624e-02
7.460000000000000000e+02,2.465132226584447472e-02
7.470000000000000000e+02,2.466678243073575430e-02
7.480000000000000000e+02,2.468112026771605502e-02
7.490000000000000000e+02,2.469434346374616007e-02
7.500000000000000000e+02,2.470637677854896699e-02
7.510000000000000000e+02,2.471714846991920206e-02
7.520000000000000000e+02,2.472659826438542569e-02
7.530000000000000000e+02,2.473483362646772266e-02
7.540000000000000000e+02,2.474179692648602324e-02
7.550000000000000000e+02,2.474743116383732594e-02
7.560000000000000000e+02,2.475167996041451740e-02
7.570000000000000000e+02,2.475473157580089859e-02
7.580000000000000000e+02,2.475644780226734024e-02
7.590000000000000000e+02,2.475685373003813639e-02
7.600000000000000000e+02,2.475589350575431100e-02
7.610000000000000000e+02,2.475359237017483310e-02
7.620000000000000000e+02,2.474989504242926588e-02
7.630000000000000000e+02,2.474482690712441826e-02
7.640000000000000000e+02,2.473825338803321838e-02
7.650000000000000000e+02,2.473020063241504127e-02
7.660000000000000000e+02,2.472069453649946430e-02
7.670000000000000000e+02,2.470960227796313233e-02
7.680000000000000000e+02,2.469702952190129877e-02
7.690000000000000000e+02,2.468276556373221603e-02
7.700000000000000000e+02,2.466699499880091809e-02
7.710000000000000000e+02,2.464958687103755222e-02
7.720000000000000000e+02,2.463048981006248431e-02
7.730000000000000000e+02,2.460980901679958935e-02
7.740000000000000000e+02,2.458741519927341510e-02
7.750000000000000000e+02,2.456333563205968795e-02
7.760000000000000000e+02,2.453767473588925468e-02
7.770000000000000000e+02,2.451038145508308702e-02
7.780000000000000000e+02,2.448148228307333446e-02
7.790000000000000000e+02,2.445100345465931260e-02
7.800000000000000000e+02,2.441889432988111203e-02
7.810000000000000000e+02,2.438525763875404664e-02
7.820000000000000000e+02,2.434996639221213496e-02
7.830000000000000000e+02,2.431312299725368539e-02
7.840000000000000000e+02,2.427460130963893931e-02
7.850000000000000000e+02,2.423442776158155759e-02
7.860000000000000000e+02,2.419247761455032772e-02
7.870000000000000000e+02,2.414885318127935054e-02
7.880000000000000000e+02,2.410350559811055143e-02
7.890000000000000000e+02,2.405631161400206830e-02
7.900000000000000000e+02,2.400744798610368255e-02
7.910000000000000000e+02,2.395679167432448672e-02
7.920000000000000000e+02,2.390444381636730453e-02
7.930000000000000000e+02,2.385035626967518807e-02
7.940000000000000000e+02,2.379455530687049972e-02
7.950000000000000000e+02,2.373699317050622856e-02
7.960000000000000000e+02,2.367776970946630297e-02
7.970000000000000000e+02,2.361691037223231579e-02
7.980000000000000000e+02,2.355436713332517001e-02
7.990000000000000000e+02,2.349023846618585043e-02
8.000000000000000000e+02,2.342447616779183561e-02
8.010000000000000000e+02,2.335710572986759992e-02
8.020000000000000000e+02,2.328822716260168374e-02
8.030000000000000000e+02,2.321772315383693885e-02
8.040000000000000000e+02,2.314569387162170033e-02
8.050000000000000000e+02,2.307202265739838679e-02
8.060000000000000000e+02,2.299666573633759106e-02
8.070000000000000000e+02,2.291965131797844141e-02
8.080000000000000000e+02,2.284100730463385284e-02
8.090000000000000000e+02,2.276069006758471222e-02
8.100000000000000000e+02,2.267872742837622954e-02
8.110000000000000000e+02,2.259514690433084283e-02
8.120000000000000000e+02,2.251011711307628754e-02
8.130000000000000000e+02,2.242359340146450955e-02
8.140000000000000000e+02,2.233567222826620888e-02
8.150000000000000000e+02,2.224644907250862558e-02
8.160000000000000000e+02,2.215594843257869678e-02
8.170000000000000000e+02,2.206412469119197611e-02
8.180000000000000000e+02,2.197100230750239497e-02
8.190000000000000000e+02,2.187653596744595225e-02
8.200000000000000000e+02,2.178068076227627700e-02
8.210000000000000000e+02,2.168339218541529695e-02
8.220000000000000000e+02,2.158469512170247892e-02
8.230000000000000000e+02,2.148454535748733907e-02
8.240000000000000000e+02,2.138303639207048482e-02
8.250000000000000000e+02,2.128026078898577131e-02
8.260000000000000000e+02,2.117624185922789212e-02
8.270000000000000000e+02,2.107107081787453623e-02
8.280000000000000000e+02,2.096476997188685340e-02
8.290000000000000000e+02,2.085749704689337722e-02
8.300000000000000000e+02,2.074927287976079462e-02
8.310000000000000000e+02,2.064011807396615508e-02
8.320000000000000000e+02,2.052998565795716504e-02
8.330000000000000000e+02,2.041882907903226629e-02
8.340000000000000000e+02,2.030673624533745059e-02
8.350000000000000000e+02,2.019359360966021741e-02
8.360000000000000000e+02,2.007935538373399956e-02
8.370000000000000000e+02,1.996410927686996170e-02
8.380000000000000000e+02,1.984794213813242947e-02
8.390000000000000000e+02,1.973074128582964076e-02
8.400000000000000000e+02,1.961279149837583113e-02
8.410000000000000000e+02,1.949404526641237284e-02
8.420000000000000000e+02,1.937458701630282581e-02
8.430000000000000000e+02,1.925443474971395494e-02
8.440000000000000000e+02,1.913380260598765426e-02
8.450000000000000000e+02,1.901251093590044031e-02
8.460000000000000000e+02,1.889070743718625905e-02
8.470000000000000000e+02,1.876827846200029848e-02
8.480000000000000000e+02,1.864530589395032092e-02
8.490000000000000000e+02,1.852174146950057512e-02
8.500000000000000000e+02,1.839753735420679784e-02
8.510000000000000000e+02,1.827283766567225354e-02
8.520000000000000000e+02,1.814758612700659648e-02
8.530000000000000000e+02,1.802185352243474911e-02
8.540000000000000000e+02,1.789564602918693875e-02
8.550000000000000000e+02,1.776916105990660258e-02
8.560000000000000000e+02,1.764227604310621492e-02
8.570000000000000000e+02,1.751518689945729887e-02
8.580000000000000000e+02,1.738789771819306343e-02
8.590000000000000000e+02,1.726041252295899830e-02
8.600000000000000000e+02,1.713273527256656270e-02
8.610000000000000000e+02,1.700493274886483511e-02
8.620000000000000000e+02,1.687694560456816720e-02
8.630000000000000000e+02,1.674890280218252481e-02
8.640000000000000000e+02,1.662074473010276277e-02
8.650000000000000000e+02,1.649247460559494921e-02
8.660000000000000000e+02,1.636421991528838604e-02
8.670000000000000000e+02,1.623585886211632162e-02
8.680000000000000000e+02,1.610745637318483636e-02
8.690000000000000000e+02,1.597907675115668724e-02
8.700000000000000000e+02,1.585066049291793469e-02
8.710000000000000000e+02,1.572227151680021320e-02
8.720000000000000000e+02,1.559397312777114318e-02
8.730000000000000000e+02,1.546570568080877714e-02
8.740000000000000000e+02,1.533759314133697517e-02
8.750000000000000000e+02,1.520963653128262413e-02
8.760000000000000000e+02,1.508189758750423312e-02
8.770000000000000000e+02,1.495437684130534843e-02
8.780000000000000000e+02,1.482725622092505129e-02
8.790000000000000000e+02,1.470041427593179496e-02
8.800000000000000000e+02,1.457397143818761794e-02
8.810000000000000000e+02,1.444786682220013975e-02
8.820000000000000000e+02,1.432221985513522367e-02
8.830000000000000000e+02,1.419696947409984991e-02
8.840000000000000000e+02,1.407211479981906876e-02
8.850000000000000000e+02,1.394771445986428722e-02
8.860000000000000000e+02,1.382376713836444733e-02
8.870000000000000000e+02,1.370027150705738911e-02
8.880000000000000000e+02,1.357734447284530271e-02
8.890000000000000000e+02,1.345486590879279264e-02
8.900000000000000000e+02,1.333301103349300576e-02
8.910000000000000000e+02,1.321171857116588445e-02
8.920000000000000000e+02,1.309104496308546514e-02
8.930000000000000000e+02,1.297098766378952314e-02
8.940000000000000000e+02,1.285166079800448106e-02
8.950000000000000000e+02,1.273294464529152806e-02
8.960000000000000000e+02,1.261501089956881469e-02
8.970000000000000000e+02,1.249779793833783251e-02
8.980000000000000000e+02,1.238136030166729629e-02
8.990000000000000000e+02,1.226575203252861651e-02
9.000000000000000000e+02,1.215096912447570163e-02
9.010000000000000000e+02,1.203700585362362831e-02
9.020000000000000000e+02,1.192396419108280800e-02
9.030000000000000000e+02,1.181182911067116259e-02
9.040000000000000000e+02,1.170058571087744144e-02
9.050000000000000000e+02,1.159027613921603111e-02
9.060000000000000000e+02,1.148088536796727788e-02
9.070000000000000000e+02,1.137251184428232295e-02
9.080000000000000000e+02,1.126508350005358573e-02
9.090000000000000000e+02,1.115864174658542929e-02
9.100000000000000000e+02,1.105317133030045418e-02
9.110000000000000000e+02,1.094871330836559055e-02
9.120000000000000000e+02,1.084530837942219994e-02
9.130000000000000000e+02,1.074294095626827927e-02
9.140000000000000000e+02,1.064159559016711332e-02
9.150000000000000000e+02,1.054125697070663718e-02
9.160000000000000000e+02,1.044202105717527244e-02
9.170000000000000000e+02,1.034381664412319969e-02
9.180000000000000000e+02,1.024662847517188169e-02
9.190000000000000000e+02,1.015055184115607086e-02
9.200000000000000000e+02,1.005557104529766245e-02
9.210000000000000000e+02,9.961615569870711437e-03
9.220000000000000000e+02,9.868780052483715898e-03
9.230000000000000000e+02,9.777103594509806497e-03
9.240000000000000000e+02,9.686461143273582611e-03
9.250000000000000000e+02,9.597001187121687038e-03
9.260000000000000000e+02,9.508653453014784263e-03
9.270000000000000000e+02,9.421456794448428845e-03
9.280000000000000000e+02,9.335449741260428910e-03
9.290000000000000000e+02,9.250616480241016792e-03
9.300000000000000000e+02,9.166941344622609594e-03
9.310000000000000000e+02,9.084408813208605035e-03
9.320000000000000000e+02,9.003110860135405541e-03
9.330000000000000000e+02,8.922978002661056951e-03
9.340000000000000000e+02,8.844048255248050314e-03
9.350000000000000000e+02,8.766305988071512040e-03
9.360000000000000000e+02,8.689735716693758674e-03
9.370000000000000000e+02,8.614375205420361781e-03
9.380000000000000000e+02,8.540208918387727499e-03
9.390000000000000000e+02,8.467274342875039453e-03
9.400000000000000000e+02,8.395503128188078548e-03
9.410000000000000000e+02,8.324985478794474578e-03
9.420000000000000000e+02,8.255653220491123573e-03
9.430000000000000000e+02,8.187543631603346264e-03
9.440000000000000000e+02,8.120641368603928253e-03
9.450000000000000000e+02,8.054983440732662106e-03
9.460000000000000000e+02,7.990502360151587394e-03
9.470000000000000000e+02,7.927287190161847949e-03
9.480000000000000000e+02,7.865270618984539566e-03
9.490000000000000000e+02,7.804437686175813224e-03
9.500000000000000000e+02,7.744876895583435901e-03
9.510000000000000000e+02,7.686520960337136707e-03
9.520000000000000000e+02,7.629353008040092206e-03
9.530000000000000000e+02,7.573407259212309485e-03
9.540000000000000000e+02,7.518615205247018360e-03
9.550000000000000000e+02,7.465062294478117845e-03
9.560000000000000000e+02,7.412680232155063886e-03
9.570000000000000000e+02,7.361503128966083616e-03
9.580000000000000000e+02,7.311463223696279198e-03
9.590000000000000000e+02,7.262594732155476691e-03
9.600000000000000000e+02,7.214931604920876360e-03
9.610000000000000000e+02,7.168406557146687723e-03
9.620000000000000000e+02,7.123053645433397550e-03
9.630000000000000000e+02,7.078856387618194176e-03
9.640000000000000000e+02,7.035798458955501433e-03
9.650000000000000000e+02,6.993863691281708428e-03
9.660000000000000000e+02,6.953036072177828063e-03
9.670000000000000000e+02,6.913349606209493250e-03
9.680000000000000000e+02,6.874738522001939967e-03
9.690000000000000000e+02,6.837236926811003819e-03
9.700000000000000000e+02,6.800829116798851395e-03
9.710000000000000000e+02,6.765450089120836688e-03
9.720000000000000000e+02,6.731134101291196513e-03
9.730000000000000000e+02,6.697865905722826495e-03
9.740000000000000000e+02,6.665679553657018544e-03
9.750000000000000000e+02,6.634461700188725927e-03
9.760000000000000000e+02,6.604246795620111708e-03
9.770000000000000000e+02,6.575069035488695542e-03
9.780000000000000000e+02,6.546864867950179072e-03
9.790000000000000000e+02,6.519619934067727614e-03
9.800000000000000000e+02,6.493368567726076450e-03
9.810000000000000000e+02,6.468047950764108274e-03
9.820000000000000000e+02,6.443644154142100233e-03
9.830000000000000000e+02,6.420143389397391619e-03
9.840000000000000000e+02,6.397580162328103150e-03
9.850000000000000000e+02,6.375892611499269814e-03
9.860000000000000000e+02,6.355067363354676042e-03
9.870000000000000000e+02,6.335139042461124942e-03
9.880000000000000000e+02,6.316046488119266868e-03
9.890000000000000000e+02,6.297776729393593856e-03
9.900000000000000000e+02,6.280316926388067149e-03
9.910000000000000000e+02,6.263654368763883588e-03
9.920000000000000000e+02,6.247823856005588899e-03
9.930000000000000000e+02,6.232718073455523720e-03
9.940000000000000000e+02,6.218419359090420796e-03
9.950000000000000000e+02,6.204821027942101878e-03
9.960000000000000000e+02,6.191958280818996539e-03
9.970000000000000000e+02,6.179819152279547936e-03
9.980000000000000000e+02,6.168391795451750106e-03
9.990000000000000000e+02,6.157617759982583587e-03
1.000000000000000000e+03,6.147532338361692654e-03
1.001000000000000000e+03,6.138031925328749777e-03
1.002000000000000000e+03,6.129203377658035655e-03
1.003000000000000000e+03,6.120948446662912573e-03
1.004000000000000000e+03,6.113308454030580950e-03
1.005000000000000000e+03,6.106185918574868164e-03
1.006000000000000000e+03,6.099668442759911997e-03
1.007000000000000000e+03,6.093659026453538546e-03
1.008000000000000000e+03,6.088199125823606610e-03
1.009000000000000000e+03,6.083284086047690241e-03
1.010000000000000000e+03,6.078817887033909247e-03
1.011000000000000000e+03,6.074887756296888132e-03
1.012000000000000000e+03,6.071398134004626392e-03
1.013000000000000000e+03,6.068345104709639559e-03
1.014000000000000000e+03,6.065815495575145599e-03
1.015000000000000000e+03,6.063669164101225494e-03
1.016000000000000000e+03,6.061992935291287549e-03
1.017000000000000000e+03,6.060782799890073250e-03
1.018000000000000000e+03,6.059944803451681322e-03
1.019000000000000000e+03,6.059520454234016383e-03
1.020000000000000000e+03,6.059506128149792087e-03
1.021000000000000000e+03,6.059853508974210462e-03
1.022000000000000000e+03,6.060559309128266472e-03
1.023000000000000000e+03,6.061531165241664312e-03
1.024000000000000000e+03,6.062855315208277689e-03
1.025000000000000000e+03,6.064395426049128471e-03
1.026000000000000000e+03,6.066237708689404401e-03
1.027000000000000000e+03,6.068290876069395469e-03
1.028000000000000000e+03,6.070552603218557462e-03
1.029000000000000000e+03,6.073108664813510471e-03
1.030000000000000000e+03,6.075824417897571217e-03
1.031000000000000000e+03,6.078785601573789658e-03
1.032000000000000000e+03,6.081902170758787460e-03
1.033000000000000000e+03,6.085259570017789894e-03
1.034000000000000000e+03,6.088768138999815609e-03
1.035000000000000000e+03,6.092469499055419048e-03
1.036000000000000000e+03,6.096274622186880626e-03
1.037000000000000000e+03,6.100138531292436002e-03
1.038000000000000000e+03,6.104146431895291630e-03
1.039000000000000000e+03,6.108210102882075457e-03
1.040000000000000000e+03,6.112285115538109749e-03
1.041000000000000000e+03,6.116413442766854662e-03
1.042000000000000000e+03,6.120550848100879231e-03
1.043000000000000000e+03,6.124653437240733939e-03
1.044000000000000000e+03,6.128805999504900043e-03
1.045000000000000000e+03,6.132921880437139373e-03
1.046000000000000000e+03,6.137000325762784897e-03
1.047000000000000000e+03,6.141040589351992943e-03
1.048000000000000000e+03,6.145041932676041825e-03
1.049000000000000000e+03,6.148961249471705977e-03
1.050000000000000000e+03,6.152798056643081839e-03
1.051000000000000000e+03,6.156510774934770454e-03
1.052000000000000000e+03,6.160104718622435443e-03
1.053000000000000000e+03,6.163586270651864180e-03
1.054000000000000000e+03,6.166961765083097888e-03
1.055000000000000000e+03,6.170153698047418749e-03
1.056000000000000000e+03,6.173210595764301763e-03
1.057000000000000000e+03,6.176097143698822990e-03
1.058000000000000000e+03,6.178819948477330855e-03
1.059000000000000000e+03,6.181343985039887932e-03
1.060000000000000000e+03,6.183717489029411617e-03
1.061000000000000000e+03,6.185905484206799879e-03
1.062000000000000000e+03,6.187914596225609770e-03
1.063000000000000000e+03,6.189710128561927774e-03
1.064000000000000000e+03,6.191298827593666801e-03
1.065000000000000000e+03,6.192646270273905254e-03
1.066000000000000000e+03,6.193800352995160186e-03
1.067000000000000000e+03,6.194685731654068182e-03
1.068000000000000000e+03,6.195391141051500086e-03
1.069000000000000000e+03,6.195800619192793832e-03
1.070000000000000000e+03,6.196002701760133444e-03
1.071000000000000000e+03,6.195922642607704436e-03
1.072000000000000000e+03,6.195607970733929548e-03
1.073000000000000000e+03,6.194984344908922337e-03
1.074000000000000000e+03,6.194099241050681805e-03
1.075000000000000000e+03,6.192919066927284749e-03
1.076000000000000000e+03,6.191491016553986836e-03
1.077000000000000000e+03,6.189741315213766019e-03
1.078000000000000000e+03,6.187717098477716129e-03
1.079000000000000000e+03,6.185344979677669455e-03
1.080000000000000000e+03,6.182712010462075580e-03
1.081000000000000000e+03,6.179744964517349705e-03
1.082000000000000000e+03,6.176450798831262419e-03
1.083000000000000000e+03,6.172836400487987513e-03
1.084000000000000000e+03,6.168908586631814163e-03
1.085000000000000000e+03,6.164634493746178924e-03
1.086000000000000000e+03,6.160021017749747752e-03
1.087000000000000000e+03,6.155074983489317725e-03
1.088000000000000000e+03,6.149763752160208180e-03
1.089000000000000000e+03,6.144094223621957007e-03
1.090000000000000000e+03,6.138073225849438076e-03
1.091000000000000000e+03,6.131707515130243279e-03
1.092000000000000000e+03,6.124964671549984994e-03
1.093000000000000000e+03,6.117851523207107518e-03
1.094000000000000000e+03,6.110374826115583941e-03
1.095000000000000000e+03,6.102541264531112682e-03
1.096000000000000000e+03,6.094318631347833866e-03
1.097000000000000000e+03,6.085752429774198696e-03
1.098000000000000000e+03,6.076810451716666873e-03
1.099000000000000000e+03,6.067460700202459596e-03
1.100000000000000000e+03,6.057787002734641747e-03
1.101000000000000000e+03,6.047680496928031432e-03
1.102000000000000000e+03,6.037226208800809679e-03
1.103000000000000000e+03,6.026355491761804621e-03
1.104000000000000000e+03,6.015153211762421480e-03
1.105000000000000000e+03,6.003550836814012907e-03
1.106000000000000000e+03,5.991556550104353875e-03
1.107000000000000000e+03,5.979216506160167470e-03
1.108000000000000000e+03,5.966462552317882036e-03
1.109000000000000000e+03,5.953378666927007165e-03
1.110000000000000000e+03,5.939896812630810798e-03
1.111000000000000000e+03,5.926062756952085384e-03
1.112000000000000000e+03,5.911846494161531254e-03
1.113000000000000000e+03,5.897293499505981348e-03
1.114000000000000000e+03,5.882373748289853460e-03
1.115000000000000000e+03,5.867094918194965154e-03
1.116000000000000000e+03,5.851464610714950630e-03
1.117000000000000000e+03,5.835490351838962080e-03
1.118000000000000000e+03,5.819179592728056585e-03
1.119000000000000000e+03,5.802502469143348482e-03
1.120000000000000000e+03,5.785466483913365501e-03
1.121000000000000000e+03,5.768116174480327103e-03
1.122000000000000000e+03,5.750421655773212994e-03
1.123000000000000000e+03,5.732390211319052069e-03
1.124000000000000000e+03,5.714065963421399025e-03
1.125000000000000000e+03,5.695382165028010923e-03
1.126000000000000000e+03,5.676346082113891724e-03
1.127000000000000000e+03,5.657038338660952230e-03
1.128000000000000000e+03,5.637429018866692287e-03
1.129000000000000000e+03,5.617488398359765656e-03
1.130000000000000000e+03,5.597296503137802123e-03
1.131000000000000000e+03,5.576786951967627366e-03
1.132000000000000000e+03,5.556002985514952620e-03
1.133000000000000000e+03,5.534951192823015127e-03
1.134000000000000000e+03,5.513601833602604398e-03
1.135000000000000000e+03,5.491997755337873176e-03
1.136000000000000000e+03,5.470145349025930595e-03
1.137000000000000000e+03,5.448014868909626697e-03
1.138000000000000000e+03,5.425648775492320462e-03
1.139000000000000000e+03,5.403053266367053957e-03
1.140000000000000000e+03,5.380162711008619134e-03
1.141000000000000000e+03,5.357091016764081032e-03
1.142000000000000000e+03,5.333772490123156115e-03
1.143000000000000000e+03,5.310248960120217757e-03
1.144000000000000000e+03,5.286490680140964842e-03
1.145000000000000000e+03,5.262539231382353487e-03
1.146000000000000000e+03,5.238400378040390486e-03
1.147000000000000000e+03,5.214079824770620659e-03
1.148000000000000000e+03,5.189547832979097240e-03
1.149000000000000000e+03,5.164845497308750977e-03
1.150000000000000000e+03,5.139978346769404766e-03
1.151000000000000000e+03,5.114951278997179919e-03
1.152000000000000000e+03,5.089766846292769278e-03
1.153000000000000000e+03,5.064462070870067237e-03
1.154000000000000000e+03,5.038968648053257331e-03
1.155000000000000000e+03,5.013358555150291065e-03
1.156000000000000000e+03,4.987598565267173552e-03
1.157000000000000000e+03,4.961725335866380010e-03
1.158000000000000000e+03,4.935740478479474884e-03
1.159000000000000000e+03,4.909645576732027394e-03
1.160000000000000000e+03,4.883442186941238522e-03
1.161000000000000000e+03,4.857131838730317612e-03
1.162000000000000000e+03,4.830750572801189267e-03
1.163000000000000000e+03,4.804265211469688386e-03
1.164000000000000000e+03,4.777711627190520463e-03
1.165000000000000000e+03,4.751091072612215541e-03
1.166000000000000000e+03,4.724370477208510860e-03
1.167000000000000000e+03,4.697585467504902627e-03
